Plot Title: H04,,,,,,,,,,
#,"Date Time, GMT-05:00","Pressure, mbar (LGR S/N: 21089116, SEN S/N: 21071446, LBL: 04BP)","Temp, °C (LGR S/N: 21089116, SEN S/N: 21079934, LBL: 04OT)","Rain, mm (LGR S/N: 21089116, SEN S/N: 21084777, LBL: 04Precip)","Solar Radiation, W/m² (LGR S/N: 21089116, SEN S/N: 21079806, LBL: 04Pyro)","RH, % (LGR S/N: 21089116, SEN S/N: 21079934, LBL: 04RH)","Wind Direction, ø (LGR S/N: 21089116, SEN S/N: 21057088, LBL: 04WDir)","Gust Speed, m/s (LGR S/N: 21089116, SEN S/N: 21057142, LBL: 04WGust)","Wind Speed, m/s (LGR S/N: 21089116, SEN S/N: 21057142, LBL: 04WSp)","Batt, V (LGR S/N: 21089116)"
775,11/7/2021 18:47,962.65,8.1875,0,0.6,89.86,352.4,0,0,4.327
776,11/7/2021 18:57,962.9,8.125,0,0.6,90.2,352.4,0,0,4.327
777,11/7/2021 19:07,963.11,8.13,0,0.6,90.3,352.4,0,0,4.3288
778,11/7/2021 19:17,963.24,8.12,0,0.6,90.56,352.4,0,0,4.3264
779,11/7/2021 19:27,963.32,8.07,0,0.6,90.76,352.4,0,0,4.3246
780,11/7/2021 19:37,963.42,8.035,0,0.6,90.88,352.4,0,0,4.321
781,11/7/2021 19:47,963.33,7.995,0,0.6,91.13,352.4,0,0,4.3222
782,11/7/2021 19:57,963.3,7.7199,0,0.6,91.77,352.4,0,0,4.321
783,11/7/2021 20:07,963.16,7.4511,0,0.6,92.55,352.4,0,0,4.321
784,11/7/2021 20:17,963.04,7.1921,0,0.6,93.45,352.4,0,0,4.3228
785,11/7/2021 20:27,962.95,7.0708,0,0.6,93.84,352.4,0,0,4.321
786,11/7/2021 20:37,963.14,6.9725,0,0.6,94.44,352.4,0,0,4.321
787,11/7/2021 20:47,963.27,7.0457,0,0.6,94.58,352.4,0,0,4.3228
788,11/7/2021 20:57,963.35,7.1519,0,0.6,94.25,352.4,0,0,4.321
789,11/7/2021 21:07,963.2,7.1137,0,0.6,94.28,352.4,0,0,4.321
790,11/7/2021 21:17,963.27,7.1114,0,0.6,94.48,352.4,0,0,4.321
791,11/7/2021 21:27,963.39,7.4008,0,0.6,93.72,352.4,0,0,4.3228
792,11/7/2021 21:37,963.42,7.6065,0,0.6,92.88,352.4,0,0,4.321
793,11/7/2021 21:47,963.4,7.6498,0,0.6,92.47,352.4,0,0,4.321
794,11/7/2021 21:57,963.46,7.539,0,0.6,92.42,352.4,0,0,4.3216
795,11/7/2021 22:07,963.56,7.4235,0,0.6,92.58,352.4,0,0,4.3204
796,11/7/2021 22:17,963.74,7.5967,0,0.6,91.26,352.4,0.05,0,4.3174
797,11/7/2021 22:27,963.79,7.5265,0,0.6,90.89,352.4,0.05,0,4.318
798,11/7/2021 22:37,963.87,7.534,0,0.6,89.99,352.4,0,0,4.315
799,11/7/2021 22:47,963.89,7.529,0,0.6,89.31,352.4,0,0,4.315
800,11/7/2021 22:57,963.87,7.3155,0,0.6,89.46,352.4,0,0,4.318
801,11/7/2021 23:07,963.88,7.1719,0,0.6,89.45,352.4,0,0,4.315
802,11/7/2021 23:17,964.07,7.0534,0,0.6,89.78,352.4,0,0,4.315
803,11/7/2021 23:27,964.18,6.9371,0,0.6,90.13,352.4,0.05,0,4.315
804,11/7/2021 23:37,964.3,6.869,0,0.6,90.4,352.4,0,0,4.318
805,11/7/2021 23:47,964.32,6.8033,0,0.6,90.35,352.4,0,0,4.315
806,11/7/2021 23:57,964.42,6.6462,0,0.6,90.68,352.4,0,0,4.315
807,11/8/2021 0:07,964.47,6.395,0,0.6,91.38,352.4,0,0,4.3174
808,11/8/2021 0:17,964.62,6.3566,0,0.6,91.47,352.4,0,0,4.315
809,11/8/2021 0:27,964.63,6.3771,0,0.6,91.31,352.4,0,0,4.3132
810,11/8/2021 0:37,964.7,6.4508,0,0.6,90.71,352.4,0,0,4.315
811,11/8/2021 0:47,964.88,6.4379,0,0.6,90.38,352.4,0,0,4.3096
812,11/8/2021 0:57,965.05,6.3136,0,0.6,90.62,352.4,0,0,4.3102
813,11/8/2021 1:07,965.24,6.0359,0,0.6,91.82,352.4,0,0,4.3108
814,11/8/2021 1:17,965.21,5.7599,0,0.6,92.32,352.4,0.05,0,4.309
815,11/8/2021 1:27,965.34,5.7829,0,0.6,91.85,352.4,0.05,0,4.309
816,11/8/2021 1:37,965.5,5.8084,0,0.6,91.06,352.4,0.05,0,4.309
817,11/8/2021 1:47,965.64,5.6753,0,0.6,90.97,352.4,0,0,4.309
818,11/8/2021 1:57,965.82,5.3777,0,0.6,91.6,352.4,0,0,4.309
819,11/8/2021 2:07,965.88,5.244,0,0.6,91.32,352.4,0.05,0,4.309
820,11/8/2021 2:17,965.95,5.0555,0,0.6,91.67,352.4,0,0,4.312
821,11/8/2021 2:27,965.96,4.8592,0,0.6,92.2,352.4,0,0,4.309
822,11/8/2021 2:37,966.04,4.7946,0,0.6,92.12,352.4,0,0,4.309
823,11/8/2021 2:47,966.09,4.6802,0,0.6,92.1,352.4,0,0,4.3108
824,11/8/2021 2:57,966.23,4.5138,0,0.6,92.73,352.4,0,0,4.309
825,11/8/2021 3:07,966.64,4.4956,0,0.6,92.83,352.4,0.15,0,4.309
826,11/8/2021 3:17,966.82,4.1856,0,0.6,94.16,352.4,0,0,4.312
827,11/8/2021 3:27,966.82,4.0264,0,0.6,94.77,352.4,0,0,4.3078
828,11/8/2021 3:37,966.71,3.9372,0,0.6,94.85,352.4,0,0,4.309
829,11/8/2021 3:47,966.7,3.9295,0,0.6,94.59,352.4,0,0,4.3066
830,11/8/2021 3:57,966.96,4.152,0,0.6,94.04,352.4,0.05,0,4.3096
831,11/8/2021 4:07,967.2,4.1596,0,0.6,94.42,352.4,0.05,0,4.3036
832,11/8/2021 4:17,967.32,4.298,0,0.6,93.82,352.4,0.201,0,4.303
833,11/8/2021 4:27,967.57,4.5086,0,0.6,92.77,352.4,0.15,0,4.3048
834,11/8/2021 4:37,967.68,4.4254,0,0.6,93.09,352.4,0,0,4.303
835,11/8/2021 4:47,967.73,4.2901,0,0.6,93.28,352.4,0,0,4.303
836,11/8/2021 4:57,967.92,3.9844,0,0.6,93.44,352.4,0,0,4.3054
837,11/8/2021 5:07,967.99,3.8956,0,0.6,93.29,352.4,0,0,4.303
838,11/8/2021 5:17,968.12,3.8195,0,0.6,93.89,352.4,0,0,4.303
839,11/8/2021 5:27,968.32,3.7672,0,0.6,94.35,352.4,0,0,4.303
840,11/8/2021 5:37,968.45,3.7906,0,0.6,94.57,352.4,0,0,4.3042
841,11/8/2021 5:47,968.62,3.8351,0,0.6,94.52,352.4,0,0,4.303
842,11/8/2021 5:57,968.74,3.8722,0,0.6,94.16,352.4,0,0,4.303
843,11/8/2021 6:07,969.03,3.8248,0,0.6,93.93,352.4,0,0,4.303
844,11/8/2021 6:17,969.34,3.7565,0,0.6,92.47,352.4,0.05,0,4.306
845,11/8/2021 6:27,969.21,3.4879,0,0.6,92.82,352.4,0,0,4.303
846,11/8/2021 6:37,969.16,3.2161,0,0.6,93.3,352.4,0,0,4.303
847,11/8/2021 6:47,969.22,2.9137,0,0.6,93.63,352.4,0,0,4.3048
848,11/8/2021 6:57,969.3,2.6717,0,0.6,93.78,352.4,0,0,4.303
849,11/8/2021 7:07,969.27,2.4338,0,0.6,94.25,352.4,0,0,4.303
850,11/8/2021 7:17,969.18,2.1899,0,0.6,95.13,352.4,0,0,4.303
851,11/8/2021 7:27,969.21,1.9694,0,0.6,95.59,352.4,0,0,4.303
852,11/8/2021 7:37,969.46,1.7429,0,0.6,96.16,352.4,0,0,4.303
853,11/8/2021 7:47,969.45,1.6456,0,0.6,96.36,352.4,0,0,4.303
854,11/8/2021 7:57,969.52,1.5718,0,0.6,96.64,352.4,0,0,4.3048
855,11/8/2021 8:07,969.72,1.7265,0,0.6,96.57,352.4,0,0,4.303
856,11/8/2021 8:17,970,1.9858,0,2.38,96.05,352.4,0,0,4.303
857,11/8/2021 8:27,970.11,2.0314,0,5.5,96.09,352.4,0,0,4.3036
858,11/8/2021 8:37,970.34,2.0877,0,9.99,95.97,352.4,0,0,4.303
859,11/8/2021 8:47,970.47,2.308,0,10,95.59,352.4,0,0,4.303
860,11/8/2021 8:57,970.6,2.506,0,10.01,95.38,352.4,0,0,4.303
861,11/8/2021 9:07,970.53,2.6877,0,25.12,94.9,352.4,0,0,4.3204
862,11/8/2021 9:17,970.29,2.98,0,24.62,93.35,352.4,0,0,4.3378
863,11/8/2021 9:27,970.57,3.4195,0,22.01,89.01,352.4,0,0,4.3522
864,11/8/2021 9:37,970.88,3.6197,0,24.38,88.44,352.4,0,0,4.3594
865,11/8/2021 9:47,970.9,3.7905,0,36.24,89.16,352.4,0.1,0,4.3672
866,11/8/2021 9:57,970.97,4.0342,0,35.75,87.6,352.4,0,0,4.3534
867,11/8/2021 10:07,971.29,4.298,0,39.13,84.17,352.4,0.1,0,4.3714
868,11/8/2021 10:17,971.38,4.5996,0,47.99,82.52,352.4,0.15,0,4.3564
869,11/8/2021 10:27,971.47,4.7686,0,41.87,81.5,352.4,0.15,0,4.3648
870,11/8/2021 10:37,971.6,4.9107,0,43.37,79.43,352.4,0.1,0,4.3612
871,11/8/2021 10:47,971.76,5.1045,0,58.13,77.6,352.4,0.3,0,4.3631
872,11/8/2021 10:57,971.91,5.5879,0,74.86,74.36,342.83,0.2,0,4.363
873,11/8/2021 11:07,972.26,5.7805,0,53.88,72.62,334.1,0.351,0,4.3606
874,11/8/2021 11:17,972.3,5.8749,0,56.24,72.53,334.1,0.2,0,4.3636
875,11/8/2021 11:27,972.58,6.0257,0,56.63,71.01,334.1,0.1,0,4.3504
876,11/8/2021 11:37,972.58,6.1353,0,57.52,70.08,334.1,0.05,0,4.3775
877,11/8/2021 11:47,972.7,6.2933,0,62.49,69.1,334.1,0.1,0,4.3576
878,11/8/2021 11:57,972.93,6.3924,0,66,67.57,334.1,0.1,0,4.3624
879,11/8/2021 12:07,973.01,6.5929,0,73.77,66.44,334.1,0.15,0,4.3612
880,11/8/2021 12:17,973.03,6.8462,0,72.13,65.15,334.1,0.05,0,4.3546
881,11/8/2021 12:27,972.95,6.9623,0,71.25,63.61,334.1,0.15,0,4.3685
882,11/8/2021 12:37,972.74,7.0736,0,68.63,62.4,334.38,0.2,0,4.3528
883,11/8/2021 12:47,972.88,7.2145,0,61.25,61.88,334.1,0.1,0,4.3697
884,11/8/2021 12:57,972.8,7.2347,0,67.25,61.33,327.1,0.352,0,4.3558
885,11/8/2021 13:07,972.84,7.4414,0,73.74,59.32,321.5,0.452,0,4.3679
886,11/8/2021 13:17,972.95,7.5793,0,77.51,58.13,321.5,0.05,0,4.3642
887,11/8/2021 13:27,972.92,7.81,0,70.64,58.31,315.18,0.402,0,4.357
888,11/8/2021 13:37,972.94,7.9125,0,76,57.11,247.1,0.1,0,4.3679
889,11/8/2021 13:47,972.95,8.1175,0,78.14,56.15,247.1,0.1,0,4.3582
890,11/8/2021 13:57,972.98,8.3095,0,75.13,55.12,247.1,0.3,0,4.3618
891,11/8/2021 14:07,973.11,8.419,0,64.87,54.16,247.1,0.201,0,4.363
892,11/8/2021 14:17,973.22,8.4015,0,64.51,53.94,247.1,0.05,0,4.357
893,11/8/2021 14:27,973.14,8.4961,0,71.13,52.5,247.1,0.15,0,4.3637
894,11/8/2021 14:37,973.13,8.6627,0,74.37,52.7,247.1,0.401,0,4.3631
895,11/8/2021 14:47,973.16,8.7198,0,63.26,52.23,247.1,0.2,0,4.3558
896,11/8/2021 14:57,973.16,8.8861,0,67.37,51.22,247.1,0.25,0,4.3692
897,11/8/2021 15:07,973.28,8.7819,0,58.25,51.78,247.1,0.301,0,4.3624
898,11/8/2021 15:17,973.33,8.7345,0,55.74,51.68,247.1,0.101,0,4.3528
899,11/8/2021 15:27,973.36,8.7793,0,57.24,52.27,247.1,0,0,4.3721
900,11/8/2021 15:37,973.37,8.7869,0,51.63,51.52,247.1,0.15,0,4.3534
901,11/8/2021 15:47,973.48,8.7795,0,46.37,51.56,247.1,0,0,4.3654
902,11/8/2021 15:57,973.57,8.6478,0,42.63,55.56,247.1,0,0,4.3534
903,11/8/2021 16:07,973.58,8.4962,0,34.13,54.88,247.1,0,0,4.3678
904,11/8/2021 16:17,973.57,8.3121,0,35.38,56.8,247.1,0,0,4.3582
905,11/8/2021 16:27,973.63,8.15,0,31.74,58.76,247.1,0,0,4.3582
906,11/8/2021 16:37,973.67,7.7623,0,20,57.06,247.1,0,0,4.3654
907,11/8/2021 16:47,973.65,7.3809,0,24.11,57.62,247.1,0,0,4.3516
908,11/8/2021 16:57,973.62,7.1416,0,19.26,57.27,247.1,0,0,4.3672
909,11/8/2021 17:07,973.61,6.7295,0,6.74,58.85,247.1,0,0,4.3576
910,11/8/2021 17:17,973.64,6.204,0,3.75,59.81,247.1,0,0,4.3492
911,11/8/2021 17:27,973.75,5.7521,0,2.14,59.75,247.1,0,0,4.345
912,11/8/2021 17:37,973.8,5.3698,0,0.86,60.48,247.1,0,0,4.3426
913,11/8/2021 17:47,973.87,5.0786,0,0.6,61.03,247.1,0,0,4.339
914,11/8/2021 17:57,973.88,4.597,0,0.6,62.75,247.1,0,0,4.339
915,11/8/2021 18:07,973.79,4.0472,0,0.6,64.43,247.1,0,0,4.3378
916,11/8/2021 18:17,973.96,3.6696,0,0.6,65.53,247.1,0,0,4.3372
917,11/8/2021 18:27,974.08,3.3401,0,0.6,67.27,247.1,0,0,4.333
918,11/8/2021 18:37,974.16,2.9882,0,0.6,67.74,247.1,0,0,4.333
919,11/8/2021 18:47,974.32,2.7729,0,0.6,68.24,247.1,0,0,4.3348
920,11/8/2021 18:57,974.44,2.4847,0,0.6,69.14,247.1,0,0,4.333
921,11/8/2021 19:07,974.5,2.1469,0,0.6,70.75,247.1,0,0,4.3324
922,11/8/2021 19:17,974.59,1.778,0,0.6,71.46,247.1,0,0,4.3288
923,11/8/2021 19:27,974.52,1.5095,0,0.6,72.55,247.1,0,0,4.3324
924,11/8/2021 19:37,974.65,1.1994,0,0.6,72.63,247.1,0,0,4.327
925,11/8/2021 19:47,974.86,0.9837,0,0.6,72.85,247.1,0,0,4.327
926,11/8/2021 19:57,974.8,0.9313,0,0.6,72.82,247.1,0,0,4.327
927,11/8/2021 20:07,974.86,0.8988,0,0.6,73.11,247.1,0,0,4.3216
928,11/8/2021 20:17,974.86,0.7835,0,0.6,72.96,247.1,0,0,4.321
929,11/8/2021 20:27,975.01,0.5221,0,0.6,74.09,247.1,0,0,4.324
930,11/8/2021 20:37,974.95,0.4588,0,0.6,74.69,247.1,0,0,4.321
931,11/8/2021 20:47,975.06,0.3315,0,0.6,74.71,247.1,0,0,4.321
932,11/8/2021 20:57,975.07,0.2899,0,0.6,75.16,247.1,0,0,4.3234
933,11/8/2021 21:07,975.12,0.2457,0,0.6,75.36,247.1,0,0,4.321
934,11/8/2021 21:17,975.19,0.2761,0,0.6,75.13,247.1,0,0,4.321
935,11/8/2021 21:27,975.35,0.1765,0,0.6,76,247.1,0,0,4.321
936,11/8/2021 21:37,975.35,0.057,0,0.6,76.64,247.1,0,0,4.3228
937,11/8/2021 21:47,975.29,-0.1797,0,0.6,77.76,247.1,0,0,4.321
938,11/8/2021 21:57,975.26,-0.2354,0,0.6,78.36,247.1,0,0,4.3192
939,11/8/2021 22:07,975.3,-0.1796,0,0.6,78.77,247.1,0,0,4.3162
940,11/8/2021 22:17,975.36,-0.1048,0,0.6,79.26,247.1,0,0,4.315
941,11/8/2021 22:27,975.37,-0.0935,0,0.6,79.95,247.1,0,0,4.315
942,11/8/2021 22:37,975.36,-0.1626,0,0.6,80.75,247.1,0,0,4.3168
943,11/8/2021 22:47,975.38,-0.3082,0,0.6,81.76,247.1,0,0,4.315
944,11/8/2021 22:57,975.22,-0.6957,0,0.6,82.99,247.1,0,0,4.315
945,11/8/2021 23:07,975.22,-1.0772,0,0.6,84.07,247.1,0,0,4.315
946,11/8/2021 23:17,975.26,-1.3557,0,0.6,84.84,247.1,0,0,4.3204
947,11/8/2021 23:27,975.15,-1.4613,0,0.6,86.22,247.1,0.05,0,4.3126
948,11/8/2021 23:37,975.12,-1.4611,0,0.6,86.73,247.1,0,0,4.312
949,11/8/2021 23:47,975.19,-1.4525,0,0.6,87.34,247.1,0,0,4.3114
950,11/8/2021 23:57,975.18,-1.2817,0,0.6,87.62,247.1,0,0,4.309
951,11/9/2021 0:07,975.28,-1.2731,0,0.6,88.11,247.1,0,0,4.309
952,11/9/2021 0:17,975.32,-1.2275,0,0.6,88.12,247.1,0,0,4.312
953,11/9/2021 0:27,975.37,-1.2532,0,0.6,88.46,247.1,0,0,4.309
954,11/9/2021 0:37,975.49,-1.3185,0,0.6,88.92,247.1,0,0,4.309
955,11/9/2021 0:47,975.58,-1.3673,0,0.6,89.08,247.1,0,0,4.3108
956,11/9/2021 0:57,975.68,-1.4611,0,0.6,89.43,247.1,0,0,4.306
957,11/9/2021 1:07,975.66,-1.5413,0,0.6,89.69,247.1,0,0,4.303
958,11/9/2021 1:17,975.74,-1.6354,0,0.6,89.91,247.1,0,0,4.303
959,11/9/2021 1:27,975.77,-1.67,0,0.6,90.12,247.1,0,0,4.3066
960,11/9/2021 1:37,975.69,-1.7533,0,0.6,90.38,247.1,0,0,4.303
961,11/9/2021 1:47,975.54,-1.8252,0,0.6,90.95,247.1,0.2,0,4.303
962,11/9/2021 1:57,975.63,-1.7245,0,0.6,90.9,247.1,0.25,0,4.3066
963,11/9/2021 2:07,975.66,-1.5927,0,0.6,90.78,247.1,0,0,4.303
964,11/9/2021 2:17,975.56,-1.5928,0,0.6,91.03,247.1,0.151,0,4.303
965,11/9/2021 2:27,975.57,-1.627,0,0.6,91.5,247.1,0.05,0,4.3042
966,11/9/2021 2:37,975.46,-1.6269,0,0.6,91.8,247.1,0,0,4.303
967,11/9/2021 2:47,975.42,-1.6214,0,0.6,92.54,247.1,0,0,4.303
968,11/9/2021 2:57,975.2,-1.5641,0,0.6,92.37,247.1,0,0,4.3042
969,11/9/2021 3:07,975,-1.7561,0,0.6,92.68,247.1,0.25,0,4.3066
970,11/9/2021 3:17,975,-1.736,0,0.6,92.7,247.1,0.25,0,4.303
971,11/9/2021 3:27,974.95,-1.7014,0,0.6,93.01,247.1,0.2,0,4.303
972,11/9/2021 3:37,974.91,-1.373,0,0.6,92.94,247.1,0.2,0,4.303
973,11/9/2021 3:47,974.83,-1.0636,0,0.6,93.24,247.1,0.25,0,4.3018
974,11/9/2021 3:57,974.82,-0.3586,0,0.6,92.11,247.1,0.101,0,4.2994
975,11/9/2021 4:07,974.76,-0.2914,0,0.6,92.04,247.1,0.1,0,4.2982
976,11/9/2021 4:17,974.89,-0.2494,0,0.6,92.19,247.1,0,0,4.297
977,11/9/2021 4:27,974.95,-0.1323,0,0.6,92.15,247.1,0.1,0,4.297
978,11/9/2021 4:37,974.88,-0.1962,0,0.6,92.57,247.1,0,0,4.3006
979,11/9/2021 4:47,974.75,-0.1044,0,0.6,92.93,247.1,0.201,0,4.297
980,11/9/2021 4:57,974.69,-0.0266,0,0.6,92.97,247.1,0.05,0,4.297
981,11/9/2021 5:07,974.61,0.1735,0,0.6,93.15,247.1,0.2,0,4.297
982,11/9/2021 5:17,974.7,0.254,0,0.6,93.3,247.24,0.101,0,4.297
983,11/9/2021 5:27,974.58,0.215,0,0.6,93.09,248.5,0.15,0,4.297
984,11/9/2021 5:37,974.59,0.0293,0,0.6,93.81,248.5,0.1,0,4.297
985,11/9/2021 5:47,974.61,-0.0012,0,0.6,93.77,248.5,0.101,0,4.2988
986,11/9/2021 5:57,974.51,-0.057,0,0.6,93.27,247.94,0.101,0,4.297
987,11/9/2021 6:07,974.5,-0.2774,0,0.6,93.74,248.5,0.05,0,4.297
988,11/9/2021 6:17,974.36,-0.2466,0,0.6,93.4,248.5,0.05,0,4.2994
989,11/9/2021 6:27,974.21,-0.1768,0,0.6,92.61,248.36,0.25,0,4.297
990,11/9/2021 6:37,974.19,-0.0796,0,0.6,91.79,247.1,0.05,0,4.297
991,11/9/2021 6:47,974.18,-0.0683,0,0.6,91.56,247.1,0.05,0,4.2994
992,11/9/2021 6:57,974.1,-0.0683,0,0.6,91.6,247.1,0,0,4.2988
993,11/9/2021 7:07,974.02,-0.0849,0,0.6,90.97,247.1,0.05,0,4.297
994,11/9/2021 7:17,973.92,-0.0432,0,0.6,90.83,248.22,0.2,0,4.297
995,11/9/2021 7:27,973.8,0.0265,0,0.6,90.69,247.94,0.15,0,4.3006
996,11/9/2021 7:37,973.58,0.1097,0,0.6,90,247.1,0.101,0,4.297
997,11/9/2021 7:47,973.61,0.1653,0,0.6,89.18,248.08,0,0,4.297
998,11/9/2021 7:57,973.75,0.0736,0,0.6,88.66,248.5,0,0,4.3
999,11/9/2021 8:07,973.85,-0.0404,0,0.6,88.93,248.5,0,0,4.297
1000,11/9/2021 8:17,973.92,-0.1104,0,0.6,88.42,248.5,0,0,4.297
1001,11/9/2021 8:27,973.94,-0.138,0,0.6,88.74,248.5,0.05,0,4.2982
1002,11/9/2021 8:37,973.95,-0.2438,0,1.12,89.37,248.5,0.05,0,4.297
1003,11/9/2021 8:47,973.98,-0.2382,0,1.9,89.65,248.5,0.1,0,4.297
1004,11/9/2021 8:57,974.06,-0.0597,0,3.49,89.63,248.5,0.05,0,4.2976
1005,11/9/2021 9:07,974.02,0.1516,0,7.38,89.32,248.5,0,0,4.297
1006,11/9/2021 9:17,974.12,0.4723,0,11.25,88.73,248.5,0,0,4.3036
1007,11/9/2021 9:27,974.23,1.0165,0,12.99,87.32,248.5,0,0,4.315
1008,11/9/2021 9:37,974.27,1.4252,0,14.88,86.92,247.94,0.05,0,4.3234
1009,11/9/2021 9:47,974.31,1.7132,0,16.63,86.82,248.08,0.15,0,4.3354
1010,11/9/2021 9:57,974.26,2.2299,0,18.75,85.12,192.62,0.151,0,4.3462
1011,11/9/2021 10:07,974.16,2.4471,0,21,84.89,179.7,0,0,4.366
1012,11/9/2021 10:17,974.11,2.826,0,25.87,83.22,179.7,0,0,4.369
1013,11/9/2021 10:27,974.08,3.2447,0,27.5,81.96,186.59,0.252,0,4.3546
1014,11/9/2021 10:37,974.23,3.7065,0,25.73,79.39,202.2,0,0,4.3714
1015,11/9/2021 10:47,974.17,3.9608,0,28.37,77.96,202.2,0,0,4.3636
1016,11/9/2021 10:57,974.17,4.4696,0,29.75,75.89,202.2,0.05,0,4.354
1017,11/9/2021 11:07,974.15,4.8329,0,30.61,74.77,202.06,0.15,0,4.3708
1018,11/9/2021 11:17,974.07,5.4571,0,61.87,71.98,200.8,0.252,0,4.3522
1019,11/9/2021 11:27,973.85,6.1398,0,172.61,67.68,176.63,0.403,0.05,4.3859
1020,11/9/2021 11:37,973.97,6.8258,0,104.26,64.75,153,0.201,0,4.3564
1021,11/9/2021 11:47,974.01,6.9169,0,93.24,61.68,151.74,0.25,0,4.3667
1022,11/9/2021 11:57,973.82,7.0431,0,51.75,61.83,151.6,0.05,0,4.354
1023,11/9/2021 12:07,973.93,7.2878,0,43.76,58.08,178.97,0.251,0.05,4.3684
1024,11/9/2021 12:17,973.8,7.8123,0,76.25,54.65,192.3,0.1,0,4.3696
1025,11/9/2021 12:27,973.3,8.4114,0,143.25,50.34,192.3,0.2,0,4.354
1026,11/9/2021 12:37,973.1,8.8513,0,129.26,47.98,263.79,0.907,0.05,4.3877
1027,11/9/2021 12:47,973.51,9.0348,0,39.4,44.93,224.03,0.503,0.05,4.3606
1028,11/9/2021 12:57,973.35,9.4525,0,105.12,43.82,181.92,0.603,0,4.3721
1029,11/9/2021 13:07,973.11,9.5657,0,193.25,42.04,42.1,0.15,0,4.3726
1030,11/9/2021 13:17,973.04,9.5463,0,57,40.42,40.7,0.3,0,4.357
1031,11/9/2021 13:27,973.31,9.3586,0,36.24,40.92,49.27,0.403,0,4.3606
1032,11/9/2021 13:37,973.26,9.3611,0,35.62,39.23,274.03,0.908,0,4.3582
1033,11/9/2021 13:47,973.21,9.4993,0,39.89,38.61,215.51,0.857,0,4.3558
1034,11/9/2021 13:57,973.16,9.4005,0,71.37,39.09,190.51,0.604,0,4.3648
1035,11/9/2021 14:07,973.06,9.4768,0,35.76,39.65,216.06,0.2,0,4.3504
1036,11/9/2021 14:17,972.97,9.62,0,42.12,40.57,183.07,0.503,0.05,4.3642
1037,11/9/2021 14:27,972.89,9.4795,0,38.13,40.14,161.74,0.452,0.05,4.3492
1038,11/9/2021 14:37,972.82,9.6989,0,41.76,37.88,184.33,0.907,0.05,4.3732
1039,11/9/2021 14:47,972.77,9.8072,0,43.63,38.84,315.87,0.503,0,4.3564
1040,11/9/2021 14:57,972.81,10.1463,0,94.63,38.4,243.73,0.705,0,4.3739
1041,11/9/2021 15:07,972.76,10.0382,0,80.87,36.57,121.15,0.604,0,4.363
1042,11/9/2021 15:17,972.71,10.0186,0,79.13,35.96,204.86,0.553,0,4.3522
1043,11/9/2021 15:27,972.64,9.6543,0,33.49,37.05,205,0.352,0.05,4.3648
1044,11/9/2021 15:37,972.71,9.314,0,39.61,37.29,205,0.251,0,4.354
1045,11/9/2021 15:47,972.88,8.9701,0,23.5,38.93,205,0.15,0,4.3564
1046,11/9/2021 15:57,972.94,8.6802,0,21.25,39.15,271.81,0.856,0,4.3642
1047,11/9/2021 16:07,973,8.4737,0,22.13,38.66,4.34,0.453,0,4.3528
1048,11/9/2021 16:17,973.06,8.2846,0,18.88,38.28,4.2,0.05,0,4.3666
1049,11/9/2021 16:27,973.1,8.2297,0,14.63,37.89,4.2,0.201,0,4.3558
1050,11/9/2021 16:37,973.12,8.0575,0,12.25,38.18,4.2,0.25,0,4.351
1051,11/9/2021 16:47,973.07,7.6872,0,10.12,39.14,5.32,0.1,0,4.354
1052,11/9/2021 16:57,973.09,7.3556,0,7.87,39.17,5.6,0,0,4.3456
1053,11/9/2021 17:07,973.06,6.9898,0,5.62,40.09,5.6,0,0,4.3396
1054,11/9/2021 17:17,973.04,6.4103,0,3.13,41.33,5.6,0,0,4.3402
1055,11/9/2021 17:27,972.99,5.8058,0,0.86,42.97,5.6,0,0,4.339
1056,11/9/2021 17:37,972.94,5.2281,0,0.6,43.62,5.6,0,0,4.3342
1057,11/9/2021 17:47,972.89,4.8046,0,0.6,44.98,5.6,0,0,4.336
1058,11/9/2021 17:57,972.86,4.3578,0,0.6,46.17,5.6,0,0,4.333
1059,11/9/2021 18:07,972.93,3.9845,0,0.6,47.18,5.6,0,0,4.333
1060,11/9/2021 18:17,972.7,3.5801,0,0.6,48.62,5.6,0,0,4.333
1061,11/9/2021 18:27,972.87,3.1815,0,0.6,49.67,5.6,0,0,4.333
1062,11/9/2021 18:37,972.79,2.9562,0,0.6,50.47,5.6,0,0,4.3282
1063,11/9/2021 18:47,972.61,2.5807,0,0.6,54.15,5.6,0,0,4.327
1064,11/9/2021 18:57,972.51,2.007,0,0.6,55.72,5.6,0,0,4.3282
1065,11/9/2021 19:07,972.53,1.5476,0,0.6,58.24,5.6,0,0,4.327
1066,11/9/2021 19:17,972.37,1.273,0,0.6,58.38,5.6,0,0,4.3246
1067,11/9/2021 19:27,972.37,1.1341,0,0.6,58.46,5.6,0,0,4.324
1068,11/9/2021 19:37,972.39,0.94,0,0.6,59.24,5.6,0,0,4.321
1069,11/9/2021 19:47,972.37,0.8109,0,0.6,59,5.6,0,0,4.321
1070,11/9/2021 19:57,972.33,0.8083,0,0.6,59.34,5.6,0,0,4.321
1071,11/9/2021 20:07,972.28,0.8193,0,0.6,60.33,5.6,0,0,4.321
1072,11/9/2021 20:17,972.16,0.6212,0,0.6,64.04,5.6,0,0,4.321
