Plot Title: H04,,,,,,,,,,
#,"Date Time, GMT-05:00","Pressure, mbar (LGR S/N: 21089116, SEN S/N: 21071446, LBL: 04BP)","Temp, °C (LGR S/N: 21089116, SEN S/N: 21079934, LBL: 04OT)","Rain, mm (LGR S/N: 21089116, SEN S/N: 21084777, LBL: 04Precip)","Solar Radiation, W/m² (LGR S/N: 21089116, SEN S/N: 21079806, LBL: 04Pyro)","RH, % (LGR S/N: 21089116, SEN S/N: 21079934, LBL: 04RH)","Wind Direction, ø (LGR S/N: 21089116, SEN S/N: 21057088, LBL: 04WDir)","Gust Speed, m/s (LGR S/N: 21089116, SEN S/N: 21057142, LBL: 04WGust)","Wind Speed, m/s (LGR S/N: 21089116, SEN S/N: 21057142, LBL: 04WSp)","Batt, V (LGR S/N: 21089116)"
1504,11/12/2021 20:17,967.09,-2.073,0,0.6,99.72,67.12,0,0,4.285
1505,11/12/2021 20:27,967.15,-2.0672,0,0.6,100,40.86,0,0,4.285
1506,11/12/2021 20:37,967.26,-2.073,0,0.6,99.99,30.9,0,0,4.2868
1507,11/12/2021 20:47,967.38,-2.0672,0,0.6,99.97,55.04,0,0,4.285
1508,11/12/2021 20:57,967.53,-2.0672,0,0.6,99.82,59.53,0,0,4.285
1509,11/12/2021 21:07,967.49,-2.0469,0,0.6,99.8,76.79,0,0,4.285
1510,11/12/2021 21:17,967.4,-2.0643,0,0.6,99.62,7,0,0,4.288
1511,11/12/2021 21:27,967.44,-2.0759,0,0.6,99.76,6.72,0,0,4.285
1512,11/12/2021 21:37,967.41,-2.1078,0,0.6,99.9,6.58,0,0,4.285
1513,11/12/2021 21:47,967.5,-2.1455,0,0.6,99.54,39.58,0,0,4.2856
1514,11/12/2021 21:57,967.72,-2.1832,0,0.6,99.25,49.55,0,0,4.285
1515,11/12/2021 22:07,967.76,-2.2238,0,0.6,99.24,4.34,0,0,4.285
1516,11/12/2021 22:17,967.6,-2.247,0,0.6,99.46,5.46,0,0,4.2874
1517,11/12/2021 22:27,967.61,-2.2847,0,0.6,99.3,4.34,0,0,4.285
1518,11/12/2021 22:37,967.67,-2.3195,0,0.6,99.23,135.74,0,0,4.285
1519,11/12/2021 22:47,967.72,-2.334,0,0.6,99.37,57.82,0,0,4.288
1520,11/12/2021 22:57,967.75,-2.3369,0,0.6,99.34,5.74,0,0,4.285
1521,11/12/2021 23:07,967.85,-2.3601,0,0.6,99.54,109.5,0,0,4.285
1522,11/12/2021 23:17,967.82,-2.3514,0,0.6,99.84,354.92,0,0,4.285
1523,11/12/2021 23:27,967.77,-2.334,0,0.6,99.78,355.06,0,0,4.2868
1524,11/12/2021 23:37,967.83,-2.3572,0,0.6,99.74,323.62,0,0,4.285
1525,11/12/2021 23:47,967.83,-2.4007,0,0.6,99.79,312.26,0,0,4.285
1526,11/12/2021 23:57,967.79,-2.45,0,0.6,99.72,311.7,0,0,4.2862
1527,11/13/2021 0:07,967.76,-2.4761,0,0.6,99.92,311.7,0,0,4.285
1528,11/13/2021 0:17,967.76,-2.5109,0,0.6,99.75,311.7,0,0,4.285
1529,11/13/2021 0:27,967.73,-2.5428,0,0.6,99.8,311.84,0,0,4.285
1530,11/13/2021 0:37,967.81,-2.593,0,0.6,99.54,312.96,0,0,4.285
1531,11/13/2021 0:47,967.76,-2.6047,0,0.6,99.78,313.1,0,0,4.285
1532,11/13/2021 0:57,967.72,-2.6366,0,0.6,99.65,312.12,0,0,4.288
1533,11/13/2021 1:07,967.76,-2.654,0,0.6,99.74,312.26,0,0,4.285
1534,11/13/2021 1:17,967.82,-2.6598,0,0.6,99.79,313.1,0,0,4.285
1535,11/13/2021 1:27,967.91,-2.683,0,0.6,99.82,313.1,0,0,4.285
1536,11/13/2021 1:37,967.75,-2.715,0,0.6,99.57,313.1,0,0,4.2874
1537,11/13/2021 1:47,967.64,-2.73,0,0.6,99.69,226.74,0,0,4.285
1538,11/13/2021 1:57,967.72,-2.771,0,0.6,99.43,11.2,0,0,4.285
1539,11/13/2021 2:07,967.78,-2.818,0,0.6,99.59,12.32,0,0,4.2868
1540,11/13/2021 2:17,967.77,-2.83,0,0.6,99.73,12.6,0,0,4.285
1541,11/13/2021 2:27,967.83,-2.859,0,0.6,99.87,12.6,0,0,4.285
1542,11/13/2021 2:37,967.9,-2.8764,0,0.6,99.76,12.6,0,0,4.2868
1543,11/13/2021 2:47,967.93,-2.9,0,0.6,99.66,12.6,0,0,4.285
1544,11/13/2021 2:57,967.85,-2.918,0,0.6,99.7,12.6,0,0,4.285
1545,11/13/2021 3:07,967.79,-2.9354,0,0.6,99.68,12.6,0,0,4.285
1546,11/13/2021 3:17,967.88,-2.9441,0,0.6,99.68,11.34,0,0,4.2868
1547,11/13/2021 3:27,967.88,-2.982,0,0.6,99.77,11.2,0,0,4.285
1548,11/13/2021 3:37,967.84,-3.0263,0,0.6,99.57,11.2,0,0,4.285
1549,11/13/2021 3:47,967.71,-3.05,0,0.6,99.66,11.2,0,0,4.288
1550,11/13/2021 3:57,967.59,-3.1003,0,0.6,99.57,11.2,0,0,4.285
1551,11/13/2021 4:07,967.68,-3.124,0,0.6,99.8,11.2,0,0,4.285
1552,11/13/2021 4:17,967.57,-3.124,0,0.6,99.97,11.2,0,0,4.2868
1553,11/13/2021 4:27,967.43,-3.1472,0,0.6,99.83,11.2,0,0,4.285
1554,11/13/2021 4:37,967.22,-3.1888,0,0.6,99.64,11.2,0,0,4.285
1555,11/13/2021 4:47,967.16,-3.23,0,0.6,99.61,11.2,0,0,4.2868
1556,11/13/2021 4:57,967.14,-3.2449,0,0.6,99.7,11.2,0,0,4.285
1557,11/13/2021 5:07,966.97,-3.3009,0,0.6,99.59,11.2,0,0,4.285
1558,11/13/2021 5:17,966.95,-3.336,0,0.6,99.75,11.2,0,0,4.2874
1559,11/13/2021 5:27,967.14,-3.357,0,0.6,99.81,11.2,0,0,4.285
1560,11/13/2021 5:37,967.24,-3.33,0,0.6,99.93,11.2,0,0,4.285
1561,11/13/2021 5:47,967.23,-3.33,0,0.6,99.78,11.2,0,0,4.2868
1562,11/13/2021 5:57,967.26,-3.3271,0,0.6,99.68,11.2,0,0,4.285
1563,11/13/2021 6:07,967.24,-3.3271,0,0.6,99.77,11.2,0,0,4.285
1564,11/13/2021 6:17,967.05,-3.33,0,0.6,99.72,11.2,0,0,4.285
1565,11/13/2021 6:27,967.01,-3.354,0,0.6,99.49,11.2,0,0,4.2868
1566,11/13/2021 6:37,966.93,-3.4015,0,0.6,98.87,12.04,0,0,4.285
1567,11/13/2021 6:47,966.95,-3.5025,0,0.6,97.83,12.6,0,0,4.285
1568,11/13/2021 6:57,966.86,-3.5948,0,0.6,98.1,12.6,0,0,4.285
1569,11/13/2021 7:07,966.74,-3.657,0,0.6,98.5,12.6,0,0,4.285
1570,11/13/2021 7:17,966.74,-3.69,0,0.6,98.92,12.6,0,0,4.285
1571,11/13/2021 7:27,966.53,-3.735,0,0.6,98.82,12.6,0,0,4.288
1572,11/13/2021 7:37,966.33,-3.774,0,0.6,99.09,12.6,0,0,4.285
1573,11/13/2021 7:47,966.45,-3.777,0,0.6,99.46,12.6,0,0,4.285
1574,11/13/2021 7:57,966.62,-3.789,0,0.6,99.39,12.6,0,0,4.2868
1575,11/13/2021 8:07,966.43,-3.798,0,0.6,99.15,12.6,0,0,4.285
1576,11/13/2021 8:17,966.43,-3.839,0,0.6,98.89,12.6,0,0,4.285
1577,11/13/2021 8:27,966.64,-3.8363,0,0.6,99.22,12.6,0,0,4.285
1578,11/13/2021 8:37,966.7,-3.723,0,0.73,99.38,12.6,0,0,4.2862
1579,11/13/2021 8:47,966.59,-3.6303,0,2.64,98.8,12.6,0,0,4.285
1580,11/13/2021 8:57,966.42,-3.4074,0,4.76,98.56,12.6,0,0,4.2844
1581,11/13/2021 9:07,966.26,-3.289,0,2.87,98.47,12.6,0,0,4.2844
1582,11/13/2021 9:17,966.23,-3.2681,0,2.74,98.18,12.6,0,0,4.285
1583,11/13/2021 9:27,966.14,-3.1976,0,4.51,98.16,12.6,0,0,4.2844
1584,11/13/2021 9:37,966.12,-3.1061,0,5.26,98.16,12.6,0,0,4.2874
1585,11/13/2021 9:47,966.06,-2.8153,0,12.62,97.77,12.6,0,0,4.285
1586,11/13/2021 9:57,965.86,-2.4616,0,12.01,95.74,12.6,0,0,4.2838
1587,11/13/2021 10:07,965.73,-2.4558,0,9.88,95.77,12.6,0,0,4.2814
1588,11/13/2021 10:17,965.59,-2.1745,0,16.37,95.41,12.6,0,0,4.2802
1589,11/13/2021 10:27,965.42,-1.9,0,16.63,94.04,12.6,0,0,4.2796
1590,11/13/2021 10:37,965.41,-1.851,0,13.77,92.63,12.6,0,0,4.282
1591,11/13/2021 10:47,965.37,-1.9432,0,15.5,93.14,12.6,0,0,4.2796
1592,11/13/2021 10:57,965.32,-1.61,0,17.25,92.68,12.6,0,0,4.2796
1593,11/13/2021 11:07,965.11,-1.5642,0,23.26,91.24,12.6,0,0,4.2802
1594,11/13/2021 11:17,965.07,-1.4956,0,20.12,89.65,12.6,0,0,4.2808
1595,11/13/2021 11:27,964.96,-1.3758,0,20.12,89.76,12.6,0,0,4.2814
1596,11/13/2021 11:37,964.95,-1.481,0,18.62,88.46,12.6,0,0,4.282
1597,11/13/2021 11:47,964.81,-1.2278,0,29.26,90.71,12.6,0,0,4.2844
1598,11/13/2021 11:57,964.63,-0.7576,0,30.5,90.18,12.6,0,0,4.2832
1599,11/13/2021 12:07,964.45,-0.8,0,24.24,90.75,12.6,0,0,4.2832
1600,11/13/2021 12:17,964.31,-0.7408,0,20.13,90.67,12.6,0,0,4.2814
1601,11/13/2021 12:27,964.11,-0.9215,0,24.5,89.77,12.6,0,0,4.2814
1602,11/13/2021 12:37,963.99,-0.8932,0,23.99,91.2,12.6,0,0,4.2826
1603,11/13/2021 12:47,963.84,-0.8933,0,22.11,90.24,12.6,0,0,4.2832
1604,11/13/2021 12:57,963.55,-0.7745,0,19.52,90.75,12.6,0,0,4.2844
1605,11/13/2021 13:07,963.22,-0.7857,0,20.6,90.54,12.6,0,0,4.2838
1606,11/13/2021 13:17,962.93,-0.8509,0,18.38,90.51,12.6,0,0,4.2844
1607,11/13/2021 13:27,962.56,-1.1339,0,17.02,90.82,12.6,0,0,4.2868
1608,11/13/2021 13:37,962.38,-1.1907,0,16.49,92.82,12.6,0,0,4.285
1609,11/13/2021 13:47,962.18,-1.4812,0,14.62,92.62,12.6,0,0,4.285
1610,11/13/2021 13:57,961.98,-1.5184,0,13.75,92.71,12.6,0,0,4.2856
1611,11/13/2021 14:07,961.67,-1.5814,0,12.99,92.8,12.6,0,0,4.285
1612,11/13/2021 14:17,961.48,-1.7388,0,11.51,93.84,12.6,0,0,4.285
1613,11/13/2021 14:27,961.29,-1.8742,0,8.62,94.12,12.6,0,0,4.285
1614,11/13/2021 14:37,961.13,-2.0354,0,8.26,94.18,12.6,0,0,4.285
1615,11/13/2021 14:47,961.08,-2.2847,0,4.5,94.21,12.6,0,0,4.285
1616,11/13/2021 14:57,961.11,-2.5373,0,2.86,94.2,11.9,0,0,4.285
1617,11/13/2021 15:07,961.16,-2.7653,0,1.64,94.14,12.6,0,0,4.2856
1618,11/13/2021 15:17,961.2,-2.8884,0,0.6,94.91,12.6,0,0,4.285
1619,11/13/2021 15:27,960.66,-2.947,0,1.77,96.33,12.6,0,0,4.285
1620,11/13/2021 15:37,960.28,-2.947,0,4.26,96.2,12.6,0,0,4.2868
1621,11/13/2021 15:47,960.07,-2.8649,0,3.76,96.41,12.6,0,0,4.285
1622,11/13/2021 15:57,960.15,-2.8355,0,3.63,96.99,12.6,0,0,4.285
1623,11/13/2021 16:07,960.19,-2.8796,0,1.5,97.22,12.6,0,0,4.288
1624,11/13/2021 16:17,960.27,-2.9206,0,4.63,97.34,12.6,0,0,4.285
1625,11/13/2021 16:27,959.86,-2.8942,0,2.14,97.58,12.6,0,0,4.285
1626,11/13/2021 16:37,959.66,-3.0028,0,2.88,97.82,12.6,0,0,4.285
1627,11/13/2021 16:47,959.67,-3.0441,0,1.38,97.9,12.6,0,0,4.2868
1628,11/13/2021 16:57,959.5,-3.109,0,0.6,98.2,12.6,0,0,4.285
1629,11/13/2021 17:07,959.58,-3.1474,0,0.6,98.55,12.6,0,0,4.285
1630,11/13/2021 17:17,959.51,-3.1946,0,0.6,98.72,12.6,0,0,4.2856
1631,11/13/2021 17:27,959.64,-3.2506,0,0.6,98.7,12.6,0,0,4.285
1632,11/13/2021 17:37,959.72,-3.295,0,0.6,98.83,12.6,0,0,4.285
1633,11/13/2021 17:47,959.57,-3.289,0,0.6,99.17,12.6,0,0,4.288
1634,11/13/2021 17:57,959.57,-3.2387,0,0.6,99.39,12.6,0,0,4.285
1635,11/13/2021 18:07,959.55,-3.2328,0,0.6,99.32,12.6,0,0,4.285
1636,11/13/2021 18:17,959.54,-3.289,0,0.6,99.28,12.6,0,0,4.2868
1637,11/13/2021 18:27,959.36,-3.3393,0,0.6,99.35,12.6,0,0,4.285
1638,11/13/2021 18:37,959.18,-3.455,0,0.6,99.53,12.6,0,0,4.285
1639,11/13/2021 18:47,958.98,-3.4877,0,0.6,99.67,12.6,0,0,4.285
1640,11/13/2021 18:57,958.88,-3.4964,0,0.6,99.7,12.6,0,0,4.288
1641,11/13/2021 19:07,958.95,-3.4819,0,0.6,99.69,12.6,0,0,4.285
1642,11/13/2021 19:17,958.92,-3.449,0,0.6,99.79,12.6,0,0,4.285
1643,11/13/2021 19:27,958.93,-3.4074,0,0.6,99.78,12.6,0,0,4.2874
1644,11/13/2021 19:37,959.02,-3.381,0,0.6,99.71,12.6,0,0,4.285
1645,11/13/2021 19:47,959.17,-3.36,0,0.6,99.75,12.6,0,0,4.285
1646,11/13/2021 19:57,959.08,-3.336,0,0.6,99.86,12.6,0,0,4.2868
1647,11/13/2021 20:07,959.15,-3.357,0,0.6,99.8,12.6,0,0,4.285
1648,11/13/2021 20:17,959.08,-3.36,0,0.6,99.91,12.6,0,0,4.285
1649,11/13/2021 20:27,959.18,-3.357,0,0.6,99.85,12.6,0,0,4.2856
1650,11/13/2021 20:37,959.18,-3.36,0,0.6,99.72,12.6,0,0,4.2838
1651,11/13/2021 20:47,959.21,-3.36,0,0.6,99.86,12.6,0,0,4.285
1652,11/13/2021 20:57,959.18,-3.36,0,0.6,99.81,12.6,0,0,4.2838
1653,11/13/2021 21:07,959.25,-3.366,0,0.6,99.73,12.6,0,0,4.2844
1654,11/13/2021 21:17,959.42,-3.375,0,0.6,99.75,12.6,0,0,4.285
1655,11/13/2021 21:27,959.38,-3.375,0,0.6,99.78,12.6,0,0,4.285
1656,11/13/2021 21:37,959.24,-3.351,0,0.6,99.93,12.6,0,0,4.2832
1657,11/13/2021 21:47,959.47,-3.333,0,0.6,99.92,12.6,0,0,4.2826
1658,11/13/2021 21:57,959.56,-3.3184,0,0.6,99.88,12.6,0,0,4.2826
1659,11/13/2021 22:07,959.59,-3.274,0,0.6,99.86,12.6,0,0,4.2838
1660,11/13/2021 22:17,959.73,-3.271,0,0.6,99.71,12.6,0,0,4.2826
1661,11/13/2021 22:27,959.91,-3.28,0,0.6,99.73,12.6,0,0,4.2838
1662,11/13/2021 22:37,960.1,-3.301,0,0.6,99.69,12.6,0,0,4.2844
1663,11/13/2021 22:47,960.2,-3.3271,0,0.6,99.63,12.6,0,0,4.282
1664,11/13/2021 22:57,960.35,-3.369,0,0.6,99.54,12.6,0,0,4.2832
1665,11/13/2021 23:07,960.42,-3.4161,0,0.6,99.56,12.6,0,0,4.2856
1666,11/13/2021 23:17,960.49,-3.419,0,0.6,99.69,12.6,0,0,4.2826
1667,11/13/2021 23:27,960.62,-3.449,0,0.6,99.66,12.6,0,0,4.2832
1668,11/13/2021 23:37,960.69,-3.4639,0,0.6,99.7,12.6,0,0,4.2814
1669,11/13/2021 23:47,960.79,-3.4993,0,0.6,99.74,12.6,0,0,4.2814
1670,11/13/2021 23:57,960.88,-3.559,0,0.6,99.53,11.34,0,0,4.2814
1671,11/14/2021 0:07,961,-3.6067,0,0.6,99.52,11.2,0,0,4.2814
1672,11/14/2021 0:17,961.22,-3.627,0,0.6,99.56,9.8,0,0,4.2796
1673,11/14/2021 0:27,961.41,-3.627,0,0.6,99.72,8.96,0,0,4.2814
1674,11/14/2021 0:37,961.61,-3.633,0,0.6,99.84,8.4,0,0,4.2808
1675,11/14/2021 0:47,961.89,-3.666,0,0.6,99.75,8.54,0,0,4.2814
1676,11/14/2021 0:57,961.97,-3.711,0,0.6,99.63,8.96,0,0,4.2802
1677,11/14/2021 1:07,962.08,-3.711,0,0.6,99.73,9.38,0,0,4.2796
1678,11/14/2021 1:17,962.1,-3.708,0,0.6,99.79,9.8,0,0,4.2808
1679,11/14/2021 1:27,962.1,-3.723,0,0.6,99.69,9.8,0,0,4.2802
1680,11/14/2021 1:37,962.31,-3.75,0,0.6,99.68,9.8,0,0,4.279
1681,11/14/2021 1:47,962.47,-3.777,0,0.6,99.7,9.8,0,0,4.2808
1682,11/14/2021 1:57,962.51,-3.801,0,0.6,99.7,7.14,0,0,4.279
1683,11/14/2021 2:07,962.7,-3.8273,0,0.6,99.74,7,0,0,4.279
1684,11/14/2021 2:17,962.79,-3.8302,0,0.6,99.79,75.94,0,0,4.2808
1685,11/14/2021 2:27,962.95,-3.8215,0,0.6,99.76,351,0,0,4.279
1686,11/14/2021 2:37,963,-3.839,0,0.6,99.78,351,0,0,4.279
1687,11/14/2021 2:47,963.14,-3.863,0,0.6,99.69,351,0,0,4.279
1688,11/14/2021 2:57,963.26,-3.866,0,0.6,99.71,351,0,0,4.279
1689,11/14/2021 3:07,963.4,-3.878,0,0.6,99.53,349.74,0,0,4.279
1690,11/14/2021 3:17,963.51,-3.971,0,0.6,99.3,344,0,0,4.279
1691,11/14/2021 3:27,963.6,-4.031,0,0.6,99.28,344.56,0,0,4.279
1692,11/14/2021 3:37,963.83,-4.052,0,0.6,99.34,327.67,0,0,4.279
1693,11/14/2021 3:47,963.96,-4.1428,0,0.6,99.17,328.5,0,0,4.2796
1694,11/14/2021 3:57,963.99,-4.2331,0,0.6,99.23,328.5,0,0,4.279
1695,11/14/2021 4:07,964.1,-4.357,0,0.6,99.14,328.5,0,0,4.279
1696,11/14/2021 4:17,964.07,-4.4023,0,0.6,99.36,328.36,0,0,4.2802
1697,11/14/2021 4:27,964.14,-4.4931,0,0.6,99.09,328.5,0,0,4.279
1698,11/14/2021 4:37,964.29,-4.566,0,0.6,99.05,328.22,0,0,4.279
1699,11/14/2021 4:47,964.42,-4.59,0,0.6,99.17,328.5,0,0,4.279
1700,11/14/2021 4:57,964.54,-4.563,0,0.6,99.48,328.5,0,0,4.282
1701,11/14/2021 5:07,964.49,-4.569,0,0.6,99.3,328.5,0,0,4.279
1702,11/14/2021 5:17,964.63,-4.6054,0,0.6,99.27,328.5,0,0,4.279
1703,11/14/2021 5:27,964.8,-4.7458,0,0.6,99.12,328.5,0,0,4.2808
1704,11/14/2021 5:37,964.89,-4.9138,0,0.6,99.08,328.5,0,0,4.279
1705,11/14/2021 5:47,965.06,-4.981,0,0.6,99.36,328.5,0,0,4.279
1706,11/14/2021 5:57,965.21,-4.9291,0,0.6,99.55,328.5,0,0,4.282
1707,11/14/2021 6:07,965.32,-4.822,0,0.6,99.72,328.5,0,0,4.279
1708,11/14/2021 6:17,965.39,-4.7213,0,0.6,99.66,328.5,0,0,4.279
1709,11/14/2021 6:27,965.42,-4.8008,0,0.6,99.45,328.5,0,0,4.279
1710,11/14/2021 6:37,965.43,-4.886,0,0.6,99.51,328.5,0,0,4.279
1711,11/14/2021 6:47,965.45,-4.874,0,0.6,99.6,328.5,0,0,4.279
1712,11/14/2021 6:57,965.49,-4.8402,0,0.6,99.7,328.5,0,0,4.2808
1713,11/14/2021 7:07,965.54,-4.834,0,0.6,99.66,328.5,0,0,4.279
1714,11/14/2021 7:17,965.65,-4.8557,0,0.6,99.68,328.5,0,0,4.279
1715,11/14/2021 7:27,965.71,-4.8433,0,0.6,99.8,328.5,0,0,4.279
1716,11/14/2021 7:37,965.79,-4.7978,0,0.6,99.86,328.5,0,0,4.2778
1717,11/14/2021 7:47,965.78,-4.773,0,0.6,99.83,328.5,0,0,4.279
1718,11/14/2021 7:57,965.9,-4.7458,0,0.6,99.83,328.5,0,0,4.279
1719,11/14/2021 8:07,965.97,-4.697,0,0.6,99.85,328.5,0,0,4.2808
1720,11/14/2021 8:17,966.01,-4.633,0,0.6,99.9,328.5,0,0,4.279
1721,11/14/2021 8:27,966.08,-4.578,0,0.6,99.83,328.5,0,0,4.279
1722,11/14/2021 8:37,966.2,-4.5236,0,0.6,99.83,328.5,0,0,4.282
1723,11/14/2021 8:47,966.26,-4.3843,0,0.6,99.82,328.5,0,0,4.279
1724,11/14/2021 8:57,966.38,-4.2481,0,1.25,99.64,328.5,0,0,4.279
1725,11/14/2021 9:07,966.48,-4.0883,0,1.9,99.63,328.5,0,0,4.2802
1726,11/14/2021 9:17,966.5,-3.9051,0,3.51,99.52,328.5,0,0,4.279
1727,11/14/2021 9:27,966.54,-3.6693,0,4.4,99.5,328.5,0,0,4.2784
1728,11/14/2021 9:37,966.6,-3.4964,0,5,99.19,328.5,0,0,4.2814
1729,11/14/2021 9:47,966.59,-3.4163,0,6.01,98.91,328.5,0,0,4.279
1730,11/14/2021 9:57,966.51,-3.2714,0,7.75,98.57,328.5,0,0,4.2784
1731,11/14/2021 10:07,966.54,-3.0795,0,10,98.2,328.5,0,0,4.2802
1732,11/14/2021 10:17,966.57,-2.9088,0,10.87,98.01,328.5,0,0,4.2778
1733,11/14/2021 10:27,966.66,-2.7096,0,11.25,97.85,328.5,0,0,4.2784
1734,11/14/2021 10:37,966.7,-2.5312,0,11.99,97.46,328.5,0,0,4.2808
1735,11/14/2021 10:47,966.67,-2.3978,0,13.12,97.45,328.5,0,0,4.279
1736,11/14/2021 10:57,966.66,-2.3398,0,13.25,97.07,328.5,0,0,4.2778
1737,11/14/2021 11:07,966.57,-2.1339,0,16.24,96.61,328.5,0,0,4.2778
1738,11/14/2021 11:17,966.53,-2.0556,0,9.87,96.68,328.5,0,0,4.2778
1739,11/14/2021 11:27,966.44,-2.0764,0,15.87,96.65,328.5,0,0,4.2784
1740,11/14/2021 11:37,966.43,-1.8194,0,14.01,95.79,328.5,0,0,4.2772
1741,11/14/2021 11:47,966.31,-1.8082,0,13.62,95.35,328.5,0,0,4.2814
1742,11/14/2021 11:57,966.15,-1.6933,0,17.75,94.85,328.5,0,0,4.279
1743,11/14/2021 12:07,966.16,-1.5614,0,13.36,94.48,328.5,0,0,4.279
1744,11/14/2021 12:17,966.16,-1.6128,0,16.39,94.03,328.5,0,0,4.2796
1745,11/14/2021 12:27,966.21,-1.5985,0,11.5,93.99,328.5,0,0,4.279
1746,11/14/2021 12:37,966.29,-1.8624,0,10.36,94.06,328.5,0,0,4.279
1747,11/14/2021 12:47,966.27,-1.9058,0,11.74,94.42,328.5,0,0,4.279
1748,11/14/2021 12:57,966.42,-1.8568,0,12.02,95.02,328.5,0,0,4.2814
1749,11/14/2021 13:07,966.41,-1.8109,0,11.38,94.39,328.5,0,0,4.279
1750,11/14/2021 13:17,966.49,-2.0992,0,10.51,93.9,328.5,0,0,4.279
1751,11/14/2021 13:27,966.46,-2.0039,0,14.11,94.41,328.5,0,0,4.282
1752,11/14/2021 13:37,966.48,-1.7274,0,14.61,94.21,328.5,0,0,4.279
1753,11/14/2021 13:47,966.57,-1.9201,0,11.51,93.65,328.5,0,0,4.279
1754,11/14/2021 13:57,966.76,-1.8798,0,12,93.79,328.5,0,0,4.279
1755,11/14/2021 14:07,966.78,-1.7335,0,16.37,94.28,328.5,0,0,4.279
1756,11/14/2021 14:17,966.7,-1.4386,0,20.73,92.95,328.5,0,0,4.279
1757,11/14/2021 14:27,966.79,-1.5586,0,19.24,92.25,328.5,0,0,4.2802
1758,11/14/2021 14:37,966.87,-1.8599,0,11.26,92.75,328.5,0,0,4.279
1759,11/14/2021 14:47,966.81,-2.189,0,12.12,93.52,328.5,0,0,4.279
1760,11/14/2021 14:57,966.71,-2.131,0,10.64,93.58,328.5,0,0,4.282
1761,11/14/2021 15:07,966.84,-2.3601,0,7.12,93.73,328.5,0,0,4.279
1762,11/14/2021 15:17,966.81,-2.7184,0,5.36,95.32,328.5,0,0,4.279
1763,11/14/2021 15:27,966.69,-2.7564,0,5.24,96.01,328.5,0,0,4.279
1764,11/14/2021 15:37,966.8,-2.7974,0,4.88,96.16,328.5,0,0,4.2832
1765,11/14/2021 15:47,966.9,-2.8706,0,4.4,96.51,328.5,0,0,4.2796
1766,11/14/2021 15:57,966.91,-2.9585,0,4.52,95.89,328.5,0,0,4.2808
1767,11/14/2021 16:07,966.97,-3.0204,0,4.52,95.2,328.5,0,0,4.2826
1768,11/14/2021 16:17,967.02,-3.1179,0,3.23,95.68,328.5,0,0,4.282
1769,11/14/2021 16:27,966.95,-3.2033,0,1.9,96.03,328.5,0,0,4.2814
1770,11/14/2021 16:37,966.97,-3.3244,0,1.64,96.18,328.5,0,0,4.2844
1771,11/14/2021 16:47,967.01,-3.4223,0,0.6,96.36,328.5,0,0,4.2796
1772,11/14/2021 16:57,966.97,-3.4935,0,0.6,96.54,328.5,0,0,4.2832
1773,11/14/2021 17:07,966.92,-3.5888,0,0.6,96.89,328.5,0,0,4.2832
1774,11/14/2021 17:17,966.83,-3.714,0,0.6,96.87,328.5,0,0,4.2826
1775,11/14/2021 17:27,966.84,-3.8126,0,0.6,97.05,328.5,0,0,4.2802
1776,11/14/2021 17:37,966.86,-3.905,0,0.6,96.96,328.5,0,0,4.2814
1777,11/14/2021 17:47,966.9,-3.953,0,0.6,97.56,328.5,0,0,4.2796
1778,11/14/2021 17:57,967.01,-3.98,0,0.6,97.73,328.5,0,0,4.2796
1779,11/14/2021 18:07,967.11,-4.01,0,0.6,97.98,328.5,0,0,4.2808
1780,11/14/2021 18:17,967.23,-4.064,0,0.6,97.79,328.5,0,0,4.2802
1781,11/14/2021 18:27,967.4,-4.1578,0,0.6,97.51,328.5,0,0,4.2796
1782,11/14/2021 18:37,967.46,-4.2572,0,0.6,97.74,328.5,0,0,4.279
1783,11/14/2021 18:47,967.35,-4.375,0,0.6,97.74,328.5,0,0,4.2814
1784,11/14/2021 18:57,967.27,-4.4691,0,0.6,97.71,328.5,0,0,4.279
1785,11/14/2021 19:07,967.16,-4.563,0,0.6,97.6,328.5,0,0,4.279
1786,11/14/2021 19:17,967.1,-4.6177,0,0.6,97.72,328.5,0,0,4.2796
1787,11/14/2021 19:27,966.97,-4.6634,0,0.6,97.78,328.5,0,0,4.2796
1788,11/14/2021 19:37,966.97,-4.685,0,0.6,98.13,328.5,0,0,4.279
1789,11/14/2021 19:47,967.01,-4.709,0,0.6,98.15,328.5,0,0,4.279
1790,11/14/2021 19:57,967.08,-4.697,0,0.6,98.2,328.5,0,0,4.279
1791,11/14/2021 20:07,967.16,-4.688,0,0.6,98.39,328.5,0,0,4.279
1792,11/14/2021 20:17,967.32,-4.712,0,0.6,98.39,328.5,0,0,4.282
1793,11/14/2021 20:27,967.34,-4.7397,0,0.6,98.2,328.5,0,0,4.279
1794,11/14/2021 20:37,967.4,-4.8037,0,0.6,98.01,328.5,0,0,4.279
1795,11/14/2021 20:47,967.48,-4.877,0,0.6,98.18,328.5,0,0,4.2808
1796,11/14/2021 20:57,967.48,-4.969,0,0.6,97.94,328.5,0,0,4.279
1797,11/14/2021 21:07,967.31,-5.0426,0,0.6,97.89,328.5,0,0,4.279
1798,11/14/2021 21:17,967.23,-5.1472,0,0.6,97.83,328.5,0,0,4.2886
1799,11/14/2021 21:27,967.34,-5.1993,0,0.6,97.8,328.5,0,0,4.279
