"Plot Title: H01"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 20157552, SEN S/N: 20150390, LBL: 01OT)","RH, % (LGR S/N: 20157552, SEN S/N: 20150390, LBL: 01RH)","Temp, °F (LGR S/N: 20157552, SEN S/N: 21077386, LBL: 01T20)","Temp, °F (LGR S/N: 20157552, SEN S/N: 21077387, LBL: 01T40)","Water Content, m³/m³ (LGR S/N: 20157552, SEN S/N: 21091549, LBL: 01SM20)","Water Content, m³/m³ (LGR S/N: 20157552, SEN S/N: 21091554, LBL: 01SM40)","Water Content, m³/m³ (LGR S/N: 20157552, SEN S/N: 21091559, LBL: 01SM80)","Water Content, m³/m³ (LGR S/N: 20157552, SEN S/N: 21091565, LBL: 01SM60)","Solar Radiation, W/m² (LGR S/N: 20157552, SEN S/N: 21091712, LBL: 01PYRO)","Temp, °F (LGR S/N: 20157552, SEN S/N: 21094100, LBL: 01T60)","Temp, °F (LGR S/N: 20157552, SEN S/N: 21094101, LBL: 01T80)","Batt, V (LGR S/N: 20157552)"
1,11/23/21 01:40:27 PM,37.130,72.800,37.942,40.111,0.2052,0.0998,0.2274,0.1629,41.9,42.341,43.488,4.321
2,11/23/21 01:50:27 PM,38.795,71.100,37.942,40.111,0.2052,0.0998,0.2274,0.1623,90.6,42.341,43.488,4.363
3,11/23/21 02:00:27 PM,38.984,69.300,37.942,40.111,0.2052,0.0998,0.2274,0.1629,69.4,42.341,43.488,4.357
4,11/23/21 02:10:27 PM,39.173,68.300,37.942,40.111,0.2052,0.0998,0.2274,0.1623,54.4,42.341,43.488,4.351
5,11/23/21 02:20:27 PM,39.783,67.600,37.942,40.064,0.2052,0.0998,0.2274,0.1629,68.1,42.341,43.488,4.345
6,11/23/21 02:30:27 PM,39.924,67.800,37.942,40.064,0.2052,0.0998,0.2274,0.1623,66.9,42.341,43.488,4.357
7,11/23/21 02:40:27 PM,40.298,67.000,37.942,40.064,0.2052,0.0998,0.2274,0.1629,69.4,42.341,43.488,4.351
8,11/23/21 02:50:27 PM,39.643,67.500,37.942,40.064,0.2052,0.0998,0.2274,0.1623,59.4,42.341,43.488,4.345
9,11/23/21 03:00:27 PM,39.407,68.100,37.942,40.064,0.2052,0.0998,0.2274,0.1629,63.1,42.341,43.488,4.381
10,11/23/21 03:10:27 PM,40.251,67.800,37.942,40.064,0.2052,0.0998,0.2274,0.1623,76.9,42.341,43.443,4.345
11,11/23/21 03:20:27 PM,39.313,67.800,37.942,40.064,0.2052,0.0998,0.2274,0.1623,51.9,42.341,43.488,4.351
12,11/23/21 03:30:27 PM,38.557,68.400,37.942,40.064,0.2052,0.0998,0.2274,0.1623,38.1,42.341,43.443,4.345
13,11/23/21 03:40:27 PM,38.226,69.900,37.942,40.064,0.2052,0.0998,0.2274,0.1629,40.6,42.294,43.443,4.357
14,11/23/21 03:50:27 PM,38.226,70.600,37.942,40.064,0.2052,0.0998,0.2274,0.1623,26.9,42.294,43.443,4.345
15,11/23/21 04:00:27 PM,37.989,71.500,37.942,40.064,0.2052,0.0998,0.2274,0.1629,24.4,42.294,43.443,4.351
16,11/23/21 04:10:27 PM,38.273,70.700,37.942,40.017,0.2052,0.1003,0.2274,0.1623,30.6,42.294,43.443,4.351
17,11/23/21 04:20:27 PM,38.179,70.000,37.942,40.017,0.2052,0.0998,0.2274,0.1629,26.9,42.294,43.443,4.345
18,11/23/21 04:30:27 PM,38.131,69.300,37.893,40.017,0.2052,0.0998,0.2274,0.1623,26.9,42.294,43.443,4.357
19,11/23/21 04:40:27 PM,37.798,69.400,37.893,40.017,0.2052,0.0998,0.2274,0.1629,18.1,42.294,43.443,4.351
20,11/23/21 04:50:27 PM,37.225,70.000,37.893,40.017,0.2052,0.0998,0.2274,0.1623,16.9,42.294,43.443,4.345
21,11/23/21 05:00:27 PM,36.459,71.700,37.893,40.017,0.2052,0.0998,0.2274,0.1629,13.1,42.294,43.443,4.351
22,11/23/21 05:10:27 PM,36.217,72.000,37.893,40.017,0.2052,0.0998,0.2274,0.1623,10.6,42.294,43.443,4.345
23,11/23/21 05:20:27 PM,35.830,71.700,37.893,40.017,0.2047,0.0998,0.2274,0.1629,5.6,42.294,43.443,4.339
24,11/23/21 05:30:27 PM,34.810,72.800,37.893,40.017,0.2052,0.0998,0.2274,0.1623,0.6,42.294,43.443,4.339
25,11/23/21 05:40:27 PM,34.419,74.100,37.893,40.017,0.2052,0.0998,0.2274,0.1629,0.6,42.294,43.443,4.339
26,11/23/21 05:50:27 PM,33.386,75.100,37.893,40.017,0.2052,0.0998,0.2274,0.1623,0.6,42.247,43.443,4.333
27,11/23/21 06:00:27 PM,33.138,76.700,37.893,40.017,0.2052,0.0998,0.2269,0.1629,0.6,42.247,43.443,4.351
28,11/23/21 06:10:27 PM,32.990,77.300,37.893,40.017,0.2052,0.0998,0.2274,0.1623,0.6,42.247,43.396,4.333
29,11/23/21 06:20:27 PM,32.940,77.800,37.893,40.017,0.2052,0.0998,0.2274,0.1623,0.6,42.247,43.396,4.327
30,11/23/21 06:30:27 PM,32.940,77.700,37.893,40.017,0.2052,0.0998,0.2274,0.1619,0.6,42.247,43.396,4.321
31,11/23/21 06:40:27 PM,32.891,77.900,37.893,39.970,0.2052,0.0998,0.2274,0.1629,0.6,42.247,43.396,4.321
32,11/23/21 06:50:27 PM,32.891,78.000,37.893,39.970,0.2052,0.0998,0.2274,0.1623,0.6,42.247,43.396,4.321
33,11/23/21 07:00:27 PM,32.542,78.400,37.846,39.970,0.2052,0.0998,0.2274,0.1623,0.6,42.247,43.396,4.321
34,11/23/21 07:10:27 PM,32.293,78.900,37.846,39.970,0.2052,0.0998,0.2274,0.1619,0.6,42.247,43.396,4.321
35,11/23/21 07:20:27 PM,32.742,79.200,37.846,39.970,0.2052,0.0998,0.2274,0.1629,0.6,42.247,43.396,4.321
36,11/23/21 07:30:27 PM,31.239,80.700,37.846,39.970,0.2052,0.0998,0.2274,0.1623,0.6,42.247,43.396,4.321
37,11/23/21 07:40:27 PM,30.834,83.000,37.846,39.970,0.2052,0.0998,0.2274,0.1629,0.6,42.247,43.396,4.315
38,11/23/21 07:50:27 PM,30.783,83.000,37.846,39.970,0.2047,0.0998,0.2274,0.1619,0.6,42.247,43.396,4.315
39,11/23/21 08:00:27 PM,30.682,83.700,37.846,39.970,0.2052,0.0998,0.2274,0.1623,0.6,42.247,43.396,4.315
40,11/23/21 08:10:27 PM,30.884,85.200,37.846,39.970,0.2052,0.0998,0.2269,0.1623,0.6,42.247,43.396,4.315
41,11/23/21 08:20:27 PM,29.817,85.400,37.846,39.970,0.2047,0.0998,0.2274,0.1623,0.6,42.247,43.396,4.315
42,11/23/21 08:30:27 PM,29.611,86.500,37.846,39.970,0.2047,0.0998,0.2274,0.1619,0.6,42.247,43.396,4.309
43,11/23/21 08:40:27 PM,29.817,86.400,37.846,39.970,0.2047,0.0998,0.2274,0.1623,0.6,42.247,43.396,4.309
44,11/23/21 08:50:27 PM,29.817,86.700,37.846,39.924,0.2047,0.0998,0.2274,0.1619,0.6,42.202,43.351,4.309
45,11/23/21 09:00:27 PM,29.714,86.400,37.846,39.924,0.2047,0.0998,0.2274,0.1629,0.6,42.202,43.351,4.309
46,11/23/21 09:10:27 PM,29.559,86.700,37.846,39.924,0.2047,0.0998,0.2269,0.1623,0.6,42.202,43.351,4.303
47,11/23/21 09:20:27 PM,29.457,86.600,37.846,39.924,0.2047,0.0998,0.2274,0.1623,0.6,42.202,43.351,4.303
48,11/23/21 09:30:27 PM,29.097,86.900,37.846,39.924,0.2047,0.0998,0.2269,0.1619,0.6,42.202,43.351,4.303
49,11/23/21 09:40:27 PM,29.251,87.300,37.846,39.924,0.2047,0.0998,0.2274,0.1623,0.6,42.202,43.351,4.303
50,11/23/21 09:50:27 PM,29.251,87.300,37.846,39.924,0.2047,0.0998,0.2274,0.1619,0.6,42.202,43.351,4.303
51,11/23/21 10:00:27 PM,29.046,87.500,37.846,39.924,0.2052,0.0998,0.2269,0.1623,0.6,42.202,43.351,4.303
52,11/23/21 10:10:27 PM,29.149,87.800,37.798,39.924,0.2047,0.0998,0.2274,0.1619,0.6,42.202,43.351,4.303
53,11/23/21 10:20:27 PM,29.817,87.100,37.798,39.924,0.2047,0.0998,0.2269,0.1623,0.6,42.202,43.351,4.303
54,11/23/21 10:30:27 PM,30.376,86.300,37.798,39.924,0.2047,0.0998,0.2269,0.1619,0.6,42.202,43.351,4.303
55,11/23/21 10:40:27 PM,30.733,85.600,37.798,39.924,0.2047,0.0998,0.2274,0.1623,0.6,42.202,43.351,4.303
56,11/23/21 10:50:27 PM,30.479,85.500,37.798,39.924,0.2047,0.0998,0.2274,0.1619,0.6,42.202,43.351,4.303
57,11/23/21 11:00:27 PM,30.529,86.100,37.798,39.924,0.2047,0.0998,0.2274,0.1623,0.6,42.156,43.351,4.303
58,11/23/21 11:10:27 PM,30.884,85.500,37.798,39.924,0.2047,0.0998,0.2269,0.1619,0.6,42.202,43.351,4.297
59,11/23/21 11:20:27 PM,31.138,84.800,37.798,39.924,0.2052,0.0998,0.2269,0.1623,0.6,42.156,43.351,4.297
60,11/23/21 11:30:27 PM,30.479,84.900,37.798,39.924,0.2047,0.0998,0.2274,0.1619,0.6,42.156,43.351,4.297
61,11/23/21 11:40:27 PM,31.138,85.600,37.798,39.877,0.2047,0.0998,0.2274,0.1623,0.6,42.156,43.351,4.297
62,11/23/21 11:50:27 PM,30.987,84.700,37.798,39.877,0.2047,0.0998,0.2269,0.1619,0.6,42.156,43.351,4.297
63,11/24/21 12:00:27 AM,30.529,85.300,37.798,39.877,0.2047,0.0998,0.2274,0.1623,0.6,42.156,43.306,4.297
64,11/24/21 12:10:27 AM,30.884,85.100,37.798,39.877,0.2047,0.0998,0.2274,0.1619,0.6,42.156,43.351,4.297
65,11/24/21 12:20:27 AM,30.376,84.200,37.798,39.877,0.2047,0.0998,0.2274,0.1623,0.6,42.156,43.306,4.297
66,11/24/21 12:30:27 AM,30.020,85.100,37.798,39.877,0.2047,0.0998,0.2269,0.1619,0.6,42.156,43.306,4.297
67,11/24/21 12:40:27 AM,29.917,85.900,37.798,39.877,0.2047,0.0998,0.2274,0.1623,0.6,42.156,43.306,4.297
68,11/24/21 12:50:27 AM,29.714,86.400,37.798,39.877,0.2047,0.0998,0.2274,0.1619,0.6,42.156,43.306,4.297
69,11/24/21 01:00:27 AM,29.611,86.600,37.798,39.877,0.2052,0.0998,0.2274,0.1623,0.6,42.156,43.306,4.297
70,11/24/21 01:10:27 AM,29.662,86.500,37.798,39.877,0.2047,0.0998,0.2269,0.1619,0.6,42.156,43.306,4.297
71,11/24/21 01:20:27 AM,29.251,86.300,37.798,39.877,0.2047,0.0998,0.2274,0.1623,0.6,42.156,43.306,4.297
72,11/24/21 01:30:27 AM,28.632,86.900,37.798,39.877,0.2047,0.0998,0.2269,0.1619,0.6,42.156,43.306,4.297
73,11/24/21 01:40:27 AM,27.903,88.000,37.798,39.877,0.2047,0.0998,0.2274,0.1623,0.6,42.156,43.306,4.297
74,11/24/21 01:50:27 AM,28.476,88.500,37.798,39.830,0.2052,0.0998,0.2269,0.1619,0.6,42.156,43.306,4.297
75,11/24/21 02:00:27 AM,29.149,88.000,37.798,39.830,0.2052,0.0998,0.2269,0.1623,0.6,42.156,43.306,4.297
76,11/24/21 02:10:27 AM,29.251,87.600,37.751,39.830,0.2047,0.0998,0.2269,0.1619,0.6,42.109,43.306,4.297
77,11/24/21 02:20:27 AM,29.406,87.200,37.751,39.830,0.2052,0.0998,0.2274,0.1623,0.6,42.109,43.306,4.315
78,11/24/21 02:30:27 AM,29.304,86.800,37.798,39.830,0.2047,0.0998,0.2274,0.1619,0.6,42.109,43.306,4.297
79,11/24/21 02:40:27 AM,28.942,87.200,37.751,39.830,0.2047,0.0998,0.2269,0.1623,0.6,42.109,43.306,4.297
80,11/24/21 02:50:27 AM,28.580,88.600,37.751,39.830,0.2052,0.0998,0.2269,0.1619,0.6,42.109,43.306,4.297
81,11/24/21 03:00:27 AM,28.060,88.600,37.751,39.830,0.2052,0.0998,0.2274,0.1623,0.6,42.109,43.306,4.297
82,11/24/21 03:10:27 AM,27.538,88.900,37.751,39.830,0.2052,0.0998,0.2274,0.1619,0.6,42.109,43.306,4.291
83,11/24/21 03:20:27 AM,27.433,89.500,37.751,39.830,0.2052,0.0998,0.2274,0.1623,0.6,42.109,43.306,4.291
84,11/24/21 03:30:27 AM,27.223,90.100,37.751,39.830,0.2052,0.0998,0.2269,0.1619,0.6,42.109,43.259,4.291
85,11/24/21 03:40:27 AM,27.012,90.600,37.751,39.830,0.2047,0.0998,0.2269,0.1623,0.6,42.109,43.259,4.327
86,11/24/21 03:50:27 AM,26.960,91.100,37.751,39.830,0.2043,0.0998,0.2269,0.1619,0.6,42.109,43.306,4.291
87,11/24/21 04:00:27 AM,26.854,91.900,37.751,39.830,0.2043,0.0998,0.2269,0.1623,0.6,42.109,43.259,4.291
88,11/24/21 04:10:27 AM,26.431,92.400,37.751,39.830,0.2043,0.0998,0.2269,0.1619,0.6,42.109,43.259,4.291
89,11/24/21 04:20:27 AM,26.112,92.500,37.751,39.830,0.2043,0.0998,0.2269,0.1623,0.6,42.109,43.259,4.291
90,11/24/21 04:30:27 AM,26.112,92.500,37.751,39.830,0.2043,0.0998,0.2269,0.1619,0.6,42.064,43.259,4.291
91,11/24/21 04:40:27 AM,26.271,92.300,37.751,39.830,0.2043,0.0998,0.2269,0.1623,0.6,42.064,43.259,4.291
92,11/24/21 04:50:27 AM,26.748,92.000,37.751,39.830,0.2043,0.0998,0.2269,0.1619,0.6,42.064,43.259,4.291
93,11/24/21 05:00:27 AM,26.643,91.200,37.751,39.830,0.2043,0.0998,0.2269,0.1623,0.6,42.064,43.259,4.291
94,11/24/21 05:10:27 AM,27.012,91.100,37.751,39.830,0.2043,0.0998,0.2269,0.1619,0.6,42.064,43.259,4.291
95,11/24/21 05:20:27 AM,27.223,90.600,37.751,39.830,0.2043,0.0998,0.2269,0.1623,0.6,42.064,43.259,4.291
96,11/24/21 05:30:27 AM,27.275,90.300,37.751,39.783,0.2043,0.0998,0.2269,0.1615,0.6,42.064,43.259,4.291
97,11/24/21 05:40:27 AM,27.642,90.000,37.751,39.830,0.2043,0.0998,0.2269,0.1623,0.6,42.064,43.259,4.291
98,11/24/21 05:50:27 AM,27.694,89.700,37.751,39.830,0.2043,0.0998,0.2269,0.1619,0.6,42.064,43.259,4.291
99,11/24/21 06:00:27 AM,27.799,89.600,37.751,39.783,0.2043,0.0998,0.2269,0.1623,0.6,42.064,43.259,4.291
100,11/24/21 06:10:27 AM,27.747,89.200,37.751,39.783,0.2043,0.0998,0.2269,0.1619,0.6,42.064,43.259,4.291
101,11/24/21 06:20:27 AM,27.642,89.300,37.751,39.783,0.2043,0.0998,0.2269,0.1623,0.6,42.064,43.259,4.291
102,11/24/21 06:30:27 AM,27.642,89.600,37.751,39.783,0.2043,0.0998,0.2274,0.1619,0.6,42.064,43.214,4.291
103,11/24/21 06:40:27 AM,27.903,89.400,37.751,39.783,0.2043,0.0998,0.2269,0.1619,0.6,42.064,43.214,4.291
104,11/24/21 06:50:27 AM,27.903,89.200,37.751,39.783,0.2047,0.0998,0.2269,0.1619,0.6,42.064,43.214,4.291
105,11/24/21 07:00:27 AM,27.955,89.300,37.751,39.783,0.2043,0.0998,0.2269,0.1619,0.6,42.064,43.214,4.291
106,11/24/21 07:10:27 AM,27.433,89.500,37.751,39.783,0.2043,0.0998,0.2274,0.1619,0.6,42.064,43.214,4.291
107,11/24/21 07:20:27 AM,27.642,89.900,37.751,39.783,0.2043,0.0998,0.2269,0.1619,0.6,42.064,43.214,4.291
108,11/24/21 07:30:27 AM,27.433,90.000,37.751,39.783,0.2043,0.0998,0.2269,0.1619,0.6,42.064,43.214,4.291
109,11/24/21 07:40:27 AM,27.223,90.100,37.751,39.783,0.2043,0.0998,0.2269,0.1619,0.6,42.064,43.214,4.291
110,11/24/21 07:50:27 AM,27.118,90.500,37.702,39.783,0.2043,0.0998,0.2269,0.1619,0.6,42.064,43.214,4.291
111,11/24/21 08:00:27 AM,27.012,90.900,37.751,39.783,0.2043,0.0998,0.2269,0.1619,0.6,42.064,43.214,4.291
112,11/24/21 08:10:27 AM,27.381,91.000,37.751,39.783,0.2043,0.0998,0.2269,0.1619,0.6,42.017,43.214,4.291
113,11/24/21 08:20:27 AM,27.486,90.800,37.702,39.783,0.2043,0.0998,0.2269,0.1619,0.6,42.064,43.214,4.291
114,11/24/21 08:30:27 AM,27.538,91.000,37.702,39.783,0.2043,0.0998,0.2269,0.1615,0.6,42.017,43.214,4.291
115,11/24/21 08:40:27 AM,27.538,90.700,37.702,39.736,0.2043,0.0992,0.2269,0.1619,0.6,42.017,43.214,4.291
116,11/24/21 08:50:27 AM,27.486,90.900,37.702,39.736,0.2047,0.0998,0.2269,0.1619,0.6,42.017,43.214,4.291
117,11/24/21 09:00:27 AM,27.486,91.100,37.702,39.736,0.2047,0.0998,0.2269,0.1623,0.6,42.017,43.167,4.303
118,11/24/21 09:10:27 AM,27.538,91.200,37.702,39.736,0.2043,0.0998,0.2269,0.1615,0.6,42.017,43.167,4.291
119,11/24/21 09:20:27 AM,27.590,91.300,37.702,39.736,0.2043,0.0998,0.2269,0.1623,1.9,42.017,43.167,4.291
120,11/24/21 09:30:27 AM,27.694,91.400,37.702,39.736,0.2047,0.0998,0.2269,0.1615,1.9,42.017,43.167,4.291
121,11/24/21 09:40:27 AM,27.747,91.500,37.702,39.736,0.2043,0.0992,0.2269,0.1619,4.4,42.017,43.167,4.291
122,11/24/21 09:50:27 AM,27.799,91.500,37.702,39.736,0.2047,0.0998,0.2269,0.1619,6.9,42.017,43.167,4.291
123,11/24/21 10:00:27 AM,27.799,91.700,37.702,39.736,0.2043,0.0992,0.2269,0.1623,5.6,42.017,43.167,4.291
124,11/24/21 10:10:27 AM,27.799,91.800,37.702,39.736,0.2047,0.0992,0.2269,0.1615,5.6,42.017,43.167,4.291
125,11/24/21 10:20:27 AM,27.799,92.000,37.702,39.736,0.2047,0.0992,0.2269,0.1623,8.1,42.017,43.167,4.297
126,11/24/21 10:30:27 AM,27.799,91.900,37.702,39.736,0.2047,0.0992,0.2269,0.1619,9.4,42.017,43.167,4.303
127,11/24/21 10:40:27 AM,27.799,91.800,37.702,39.736,0.2043,0.0992,0.2269,0.1623,11.9,42.017,43.167,4.315
128,11/24/21 10:50:27 AM,27.851,91.900,37.702,39.736,0.2047,0.0998,0.2269,0.1615,11.9,42.017,43.167,4.321
129,11/24/21 11:00:27 AM,28.008,92.000,37.702,39.736,0.2047,0.0992,0.2269,0.1619,14.4,41.970,43.167,4.333
130,11/24/21 11:10:27 AM,28.008,92.000,37.702,39.736,0.2047,0.0992,0.2269,0.1615,15.6,41.970,43.167,4.339
131,11/24/21 11:20:27 AM,28.164,91.900,37.702,39.736,0.2047,0.0992,0.2269,0.1619,16.9,41.970,43.167,4.363
132,11/24/21 11:30:27 AM,28.373,91.400,37.702,39.736,0.2047,0.0992,0.2269,0.1615,20.6,41.970,43.167,4.351
133,11/24/21 11:40:27 AM,28.632,90.700,37.702,39.736,0.2043,0.0992,0.2269,0.1619,25.6,41.970,43.167,4.351
134,11/24/21 11:50:27 AM,28.891,89.100,37.702,39.736,0.2047,0.0992,0.2269,0.1619,31.9,41.970,43.167,4.357
135,11/24/21 12:00:27 PM,29.149,88.100,37.702,39.736,0.2047,0.0992,0.2266,0.1623,34.4,41.970,43.167,4.345
136,11/24/21 12:10:27 PM,29.509,87.400,37.702,39.736,0.2047,0.0992,0.2269,0.1619,36.9,41.970,43.167,4.369
137,11/24/21 12:20:27 PM,29.304,86.700,37.702,39.736,0.2043,0.0992,0.2269,0.1623,28.1,41.970,43.167,4.351
138,11/24/21 12:30:27 PM,29.149,86.400,37.702,39.736,0.2047,0.0992,0.2269,0.1619,28.1,41.970,43.167,4.345
139,11/24/21 12:40:27 PM,29.046,86.400,37.702,39.736,0.2047,0.0992,0.2269,0.1619,25.6,41.970,43.167,4.351
140,11/24/21 12:50:27 PM,29.149,86.700,37.702,39.736,0.2047,0.0992,0.2269,0.1619,23.1,41.970,43.122,4.351
141,11/24/21 01:00:27 PM,29.354,86.900,37.702,39.736,0.2043,0.0992,0.2269,0.1619,23.1,41.970,43.167,4.351
142,11/24/21 01:10:27 PM,29.046,86.900,37.702,39.736,0.2043,0.0998,0.2269,0.1619,21.9,41.970,43.167,4.345
143,11/24/21 01:20:27 PM,29.199,87.200,37.702,39.690,0.2043,0.0992,0.2269,0.1619,20.6,41.970,43.122,4.351
144,11/24/21 01:30:27 PM,29.304,87.200,37.702,39.690,0.2043,0.0992,0.2269,0.1619,20.6,41.970,43.122,4.345
145,11/24/21 01:40:27 PM,29.046,86.900,37.702,39.690,0.2043,0.0992,0.2269,0.1619,20.6,41.970,43.122,4.363
146,11/24/21 01:50:27 PM,28.735,86.600,37.702,39.690,0.2043,0.0992,0.2269,0.1619,23.1,41.970,43.122,4.351
147,11/24/21 02:00:27 PM,28.425,86.100,37.702,39.690,0.2047,0.0992,0.2269,0.1619,21.9,41.970,43.122,4.351
148,11/24/21 02:10:27 PM,28.321,86.100,37.656,39.690,0.2043,0.0992,0.2269,0.1615,23.1,41.970,43.122,4.351
149,11/24/21 02:20:27 PM,28.060,85.400,37.656,39.690,0.2043,0.0992,0.2269,0.1623,21.9,41.970,43.122,4.345
150,11/24/21 02:30:27 PM,27.955,85.300,37.656,39.690,0.2043,0.0992,0.2269,0.1615,20.6,41.970,43.122,4.357
151,11/24/21 02:40:27 PM,27.955,85.400,37.656,39.690,0.2043,0.0992,0.2269,0.1619,21.9,41.970,43.122,4.351
152,11/24/21 02:50:27 PM,27.433,85.200,37.702,39.690,0.2043,0.0992,0.2269,0.1615,24.4,41.925,43.122,4.345
153,11/24/21 03:00:27 PM,27.275,85.300,37.656,39.690,0.2043,0.0992,0.2269,0.1619,21.9,41.925,43.122,4.351
154,11/24/21 03:10:27 PM,27.171,85.400,37.656,39.690,0.2043,0.0992,0.2269,0.1615,18.1,41.925,43.122,4.345
155,11/24/21 03:20:27 PM,27.064,85.100,37.656,39.690,0.2043,0.0992,0.2269,0.1619,16.9,41.925,43.122,4.351
156,11/24/21 03:30:27 PM,26.802,84.800,37.656,39.690,0.2047,0.0992,0.2269,0.1615,15.6,41.925,43.122,4.345
157,11/24/21 03:40:27 PM,26.271,84.800,37.656,39.690,0.2043,0.0992,0.2269,0.1619,13.1,41.925,43.122,4.357
158,11/24/21 03:50:27 PM,25.363,85.000,37.656,39.690,0.2047,0.0992,0.2269,0.1615,14.4,41.925,43.122,4.375
159,11/24/21 04:00:27 PM,24.391,85.400,37.656,39.690,0.2043,0.0992,0.2266,0.1619,11.9,41.925,43.122,4.345
160,11/24/21 04:10:27 PM,23.792,85.500,37.656,39.690,0.2043,0.0992,0.2269,0.1615,9.4,41.925,43.122,4.351
161,11/24/21 04:20:27 PM,23.682,85.700,37.656,39.643,0.2043,0.0992,0.2269,0.1619,8.1,41.925,43.075,4.345
162,11/24/21 04:30:27 PM,23.189,85.700,37.656,39.643,0.2043,0.0992,0.2269,0.1615,4.4,41.925,43.075,4.339
163,11/24/21 04:40:27 PM,22.746,85.500,37.656,39.643,0.2043,0.0992,0.2266,0.1619,4.4,41.925,43.075,4.339
164,11/24/21 04:50:27 PM,22.192,85.800,37.656,39.643,0.2043,0.0992,0.2269,0.1615,3.1,41.925,43.075,4.339
165,11/24/21 05:00:27 PM,21.799,86.600,37.656,39.643,0.2043,0.0992,0.2269,0.1619,1.9,41.925,43.075,4.339
166,11/24/21 05:10:27 PM,21.407,86.900,37.656,39.643,0.2043,0.0992,0.2269,0.1615,0.6,41.925,43.075,4.357
167,11/24/21 05:20:27 PM,21.294,86.900,37.656,39.643,0.2043,0.0992,0.2266,0.1619,0.6,41.925,43.075,4.333
168,11/24/21 05:30:27 PM,20.898,86.900,37.656,39.643,0.2043,0.0992,0.2269,0.1615,0.6,41.878,43.075,4.327
169,11/24/21 05:40:27 PM,20.557,87.000,37.656,39.643,0.2043,0.0992,0.2269,0.1619,0.6,41.878,43.075,4.327
170,11/24/21 05:50:27 PM,20.386,86.900,37.656,39.643,0.2043,0.0992,0.2269,0.1615,0.6,41.878,43.075,4.321
171,11/24/21 06:00:27 PM,20.102,86.800,37.656,39.643,0.2043,0.0992,0.2269,0.1619,0.6,41.878,43.075,4.321
172,11/24/21 06:10:27 PM,19.929,86.700,37.656,39.643,0.2043,0.0992,0.2266,0.1615,0.6,41.878,43.075,4.321
173,11/24/21 06:20:27 PM,19.699,86.800,37.656,39.643,0.2043,0.0992,0.2266,0.1619,0.6,41.878,43.075,4.321
174,11/24/21 06:30:27 PM,19.468,87.100,37.656,39.643,0.2043,0.0986,0.2266,0.1615,0.6,41.878,43.075,4.321
175,11/24/21 06:40:27 PM,19.238,87.300,37.656,39.643,0.2043,0.0992,0.2266,0.1619,0.6,41.878,43.075,4.321
176,11/24/21 06:50:27 PM,19.006,87.400,37.656,39.643,0.2043,0.0992,0.2266,0.1615,0.6,41.878,43.075,4.315
177,11/24/21 07:00:27 PM,18.657,87.000,37.656,39.643,0.2043,0.0992,0.2269,0.1619,0.6,41.878,43.075,4.315
178,11/24/21 07:10:27 PM,18.423,86.300,37.656,39.643,0.2043,0.0986,0.2266,0.1615,0.6,41.878,43.075,4.315
179,11/24/21 07:20:27 PM,18.129,85.800,37.656,39.643,0.2043,0.0992,0.2269,0.1619,0.6,41.878,43.075,4.309
180,11/24/21 07:30:27 PM,17.658,85.200,37.656,39.643,0.2043,0.0992,0.2266,0.1615,0.6,41.878,43.075,4.309
181,11/24/21 07:40:27 PM,17.125,84.900,37.656,39.643,0.2043,0.0986,0.2266,0.1619,0.6,41.878,43.075,4.309
182,11/24/21 07:50:27 PM,16.767,86.100,37.656,39.643,0.2043,0.0992,0.2269,0.1615,0.6,41.878,43.075,4.303
183,11/24/21 08:00:27 PM,16.345,87.600,37.656,39.643,0.2043,0.0986,0.2266,0.1619,0.6,41.878,43.030,4.303
184,11/24/21 08:10:27 PM,16.466,87.400,37.656,39.643,0.2043,0.0992,0.2266,0.1615,0.6,41.878,43.030,4.303
185,11/24/21 08:20:27 PM,16.225,86.200,37.656,39.643,0.2043,0.0992,0.2269,0.1619,0.6,41.878,43.030,4.303
186,11/24/21 08:30:27 PM,16.045,85.000,37.656,39.643,0.2043,0.0986,0.2266,0.1615,0.6,41.878,43.030,4.303
187,11/24/21 08:40:27 PM,15.922,84.700,37.656,39.596,0.2043,0.0992,0.2266,0.1619,0.6,41.878,43.030,4.303
188,11/24/21 08:50:27 PM,15.620,84.300,37.656,39.643,0.2043,0.0986,0.2266,0.1615,0.6,41.878,43.030,4.297
189,11/24/21 09:00:27 PM,15.436,84.200,37.609,39.596,0.2043,0.0986,0.2266,0.1619,0.6,41.878,43.030,4.297
190,11/24/21 09:10:27 PM,15.132,84.000,37.609,39.596,0.2043,0.0986,0.2269,0.1615,0.6,41.878,43.030,4.297
191,11/24/21 09:20:27 PM,15.010,84.300,37.609,39.596,0.2043,0.0992,0.2266,0.1619,0.6,41.832,43.030,4.297
192,11/24/21 09:30:27 PM,14.886,84.300,37.609,39.596,0.2043,0.0992,0.2266,0.1615,0.6,41.832,43.030,4.297
193,11/24/21 09:40:27 PM,14.949,84.800,37.609,39.596,0.2043,0.0992,0.2266,0.1619,0.6,41.832,43.030,4.291
194,11/24/21 09:50:27 PM,14.886,84.700,37.609,39.596,0.2043,0.0992,0.2266,0.1615,0.6,41.832,43.030,4.291
195,11/24/21 10:00:27 PM,14.886,84.800,37.609,39.596,0.2043,0.0992,0.2269,0.1619,0.6,41.832,43.030,4.291
